,submission_date,outcome code,outcome year,semester,course,section,outcome score,outcome rating,college,compliance
27316,2022-02-25,CP11,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27323,2022-02-22,CP11,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27336,2022-02-25,CP11,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27386,2022-02-25,CP11,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27901,2022-02-25,CP11,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
28135,2022-02-24,CP11,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
16214,nan,CP13,NaN,SP2022,PRTH4960,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21318,2022-04-14,CP13,NaN,SP2022,PRTH4960,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
16214,2022-02-11,CP15,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
16214,2022-04-29,CP15,NaN,SP2022,PRTH4960,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21318,2022-03-31,CP15,NaN,SP2022,PRTH4960,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21667,2022-02-09,CP15,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27316,2022-02-11,CP15,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27323,2022-02-09,CP15,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27336,2022-02-11,CP15,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27387,2022-02-10,CP15,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27901,2022-02-11,CP15,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
16214,2022-04-29,CP16,NaN,SP2022,PRTH4960,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21318,2022-03-31,CP16,NaN,SP2022,PRTH4960,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
16214,2022-04-29,CP22,NaN,SP2022,PRTH4960,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21318,2022-03-31,CP22,NaN,SP2022,PRTH4960,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
12523,2022-04-30,CH1,NaN,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
12938,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
17781,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
18484,2022-04-08,CH1,NaN,SP2022,PRTH3820,01,1.0,Minimum,College of Theology & Christian Ministry,Outcome assessed
21257,2022-04-19,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21304,nan,CH1,NaN,SP2022,PHIL4520,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21313,nan,CH1,NaN,SP2022,PHIL4520,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21315,nan,CH1,NaN,SP2022,PHIL4520,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21437,nan,CH1,NaN,SP2022,PHIL4520,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21476,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21587,2022-05-03,CH1,NaN,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21603,nan,CH1,NaN,SP2022,PHIL4520,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21667,2022-04-03,CH1,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21785,2022-04-29,CH1,NaN,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21806,nan,CH1,NaN,SP2022,PHIL4520,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
22054,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
22439,2022-05-02,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27316,2022-04-08,CH1,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27323,2022-04-08,CH1,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27336,2022-04-08,CH1,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27386,2022-04-08,CH1,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27387,2022-04-08,CH1,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27636,2022-05-03,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27901,2022-04-08,CH1,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34367,2022-05-02,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34393,2022-04-19,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34457,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34466,2022-05-02,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34470,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34489,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34511,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,1.0,Minimum,College of Theology & Christian Ministry,Outcome assessed
34577,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34647,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34716,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34978,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
38639,2022-05-02,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
39003,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
39010,nan,CH1,NaN,SP2022,PHIL4520,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
40617,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
40811,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
45537,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
45566,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
45724,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
45770,2022-05-02,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
45946,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
45948,2022-05-04,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
46051,2022-05-05,CH1,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
16214,2022-04-22,CH2,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27291,2022-04-22,CH2,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27316,2022-04-22,CH2,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27336,2022-04-22,CH2,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27386,2022-04-22,CH2,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27387,2022-04-22,CH2,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27901,2022-04-22,CH2,NaN,SP2022,PRTH3820,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
28135,2022-04-21,CH2,NaN,SP2022,PRTH3820,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
18484,2022-03-25,CH3,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27316,2022-03-25,CH3,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27386,2022-03-25,CH3,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
16214,2022-01-28,CH7,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
18484,2022-01-28,CH7,NaN,SP2022,PRTH3820,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21667,2022-01-24,CH7,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27291,2022-01-28,CH7,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27316,2022-01-28,CH7,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27323,2022-01-24,CH7,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27336,2022-01-28,CH7,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27386,2022-01-27,CH7,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27387,2022-01-24,CH7,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
28135,2022-01-27,CH7,NaN,SP2022,PRTH3820,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
12523,2022-04-30,CF4,U1920,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
12938,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
17781,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21257,2022-04-19,CF4,U1920,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21476,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21587,2022-05-03,CF4,U1920,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21785,2022-04-29,CF4,U1920,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
22054,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
22439,2022-05-02,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27636,2022-05-03,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34367,2022-05-02,CF4,U1920,SP2022,PHIL2030,01,1.0,Minimum,College of Theology & Christian Ministry,Outcome assessed
34393,2022-04-19,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34457,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34466,2022-05-02,CF4,U1920,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
34470,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34489,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34511,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,1.0,Minimum,College of Theology & Christian Ministry,Outcome assessed
34577,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34647,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34716,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34978,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
38639,2022-05-02,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
39003,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
40617,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
40811,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
45537,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
45566,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
45724,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
45770,2022-05-02,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
45946,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
45948,2022-05-04,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
46051,2022-05-05,CF4,U1920,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
18964,2022-05-02,SC1,U1920,SP2022,PHYS1120,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
21471,2022-04-28,SC1,U1920,SP2022,PHYS1120,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
21521,2022-05-02,SC1,U1920,SP2022,PHYS1120,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
22754,2022-05-02,SC1,U1920,SP2022,PHYS1120,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
26948,2022-04-26,SC1,U1920,SP2022,PHYS1120,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
23264,2022-04-11,SC2,U1920,SP2022,PHYS2110L,02,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
23537,2022-04-11,SC2,U1920,SP2022,PHYS2110L,02,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
26216,2022-04-11,SC2,U1920,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
26494,2022-04-10,SC2,U1920,SP2022,PHYS2110L,02,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
27504,2022-04-12,SC2,U1920,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
28664,2022-04-11,SC2,U1920,SP2022,PHYS2110L,02,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
29755,2022-04-11,SC2,U1920,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
30116,2022-04-09,SC2,U1920,SP2022,PHYS2110L,02,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
31692,2022-04-19,SC2,U1920,SP2022,PHYS2110L,02,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
31894,2022-04-11,SC2,U1920,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
34360,2022-04-11,SC2,U1920,SP2022,PHYS2110L,02,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
34377,2022-04-19,SC2,U1920,SP2022,PHYS2110L,02,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
34380,2022-04-11,SC2,U1920,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
34664,2022-04-07,SC2,U1920,SP2022,PHYS2110L,02,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
37195,2022-04-12,SC2,U1920,SP2022,PHYS2110L,02,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
37759,2022-04-28,SC2,U1920,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
38222,2022-04-11,SC2,U1920,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
40575,2022-04-11,SC2,U1920,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
40576,2022-04-11,SC2,U1920,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
40609,2022-04-11,SC2,U1920,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
40627,2022-04-12,SC2,U1920,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
40654,2022-04-12,SC2,U1920,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
40668,2022-04-11,SC2,U1920,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
40676,2022-04-16,SC2,U1920,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
40703,2022-04-11,SC2,U1920,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
40711,2022-04-11,SC2,U1920,SP2022,PHYS2110L,02,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
40754,2022-04-19,SC2,U1920,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
40910,2022-04-11,SC2,U1920,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,"Outcome attached, no assessment"
18218,2022-04-13,SC3,U1920,SP2022,COMM2030,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
18958,2022-04-13,SC3,U1920,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21550,2022-04-13,SC3,U1920,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21590,2022-04-16,SC3,U1920,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21600,2022-04-14,SC3,U1920,SP2022,COMM2030,01,2.0,Target,College of Arts and Humanites,Outcome assessed
24588,2022-04-14,SC3,U1920,SP2022,COMM2030,01,2.0,Target,College of Arts and Humanites,Outcome assessed
25143,2022-04-15,SC3,U1920,SP2022,COMM2030,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
27405,2022-04-13,SC3,U1920,SP2022,COMM2030,01,2.0,Target,College of Arts and Humanites,Outcome assessed
31961,2022-04-13,SC3,U1920,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34350,2022-04-14,SC3,U1920,SP2022,COMM2030,01,0.0,Fail,College of Arts and Humanites,Outcome assessed
34373,2022-04-13,SC3,U1920,SP2022,COMM2030,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34464,2022-04-13,SC3,U1920,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34502,2022-04-13,SC3,U1920,SP2022,COMM2030,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34595,2022-04-13,SC3,U1920,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34596,2022-04-13,SC3,U1920,SP2022,COMM2030,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
34599,2022-04-13,SC3,U1920,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34661,2022-04-13,SC3,U1920,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34705,2022-05-11,SC3,U1920,SP2022,COMM2030,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
34713,2022-05-01,SC3,U1920,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
36576,2022-04-13,SC3,U1920,SP2022,COMM2030,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40599,2022-04-13,SC3,U1920,SP2022,COMM2030,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40675,2022-04-13,SC3,U1920,SP2022,COMM2030,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40691,2022-04-13,SC3,U1920,SP2022,COMM2030,01,2.0,Target,College of Arts and Humanites,Outcome assessed
41055,2022-05-05,SC3,U1920,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
41264,2022-04-13,SC3,U1920,SP2022,COMM2030,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
45946,2022-04-13,SC3,U1920,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
45948,2022-04-13,SC3,U1920,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
7272,2022-05-01,HU2,U1920,SP2022,EDUC4905,1A,2.0,Target,College of Educaton,Outcome assessed
7272,2022-05-01,HU2,U1920,SP2022,EDUC4955,1A,2.0,Target,College of Educaton,Outcome assessed
16720,2022-04-29,HU2,U1920,SP2022,CRIM4010,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
18462,2022-04-25,HU2,U1920,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
18462,2022-04-25,HU2,U1920,SP2022,EDUC4870,01,3.0,Exemplary,College of Educaton,Outcome assessed
18502,2022-04-29,HU2,U1920,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
18502,2022-04-29,HU2,U1920,SP2022,EDUC4450,01,3.0,Exemplary,College of Educaton,Outcome assessed
21304,2022-04-25,HU2,U1920,SP2022,THEO4900,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21306,2022-05-03,HU2,U1920,SP2022,THEO4900,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21313,2022-05-04,HU2,U1920,SP2022,THEO4900,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21315,2022-05-02,HU2,U1920,SP2022,THEO4900,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21318,2022-05-02,HU2,U1920,SP2022,THEO4900,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21371,2022-05-06,HU2,U1920,SP2022,EDUC4905,1A,2.0,Target,College of Educaton,Outcome assessed
21371,2022-05-06,HU2,U1920,SP2022,EDUC4955,1A,2.0,Target,College of Educaton,Outcome assessed
21437,2022-05-03,HU2,U1920,SP2022,THEO4900,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21449,2022-04-29,HU2,U1920,SP2022,EDUC4950,01,2.0,Target,College of Educaton,Outcome assessed
21449,2022-04-29,HU2,U1920,SP2022,EDUC4450,01,2.0,Target,College of Educaton,Outcome assessed
21450,2022-04-29,HU2,U1920,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21450,2022-04-29,HU2,U1920,SP2022,EDUC4450,01,3.0,Exemplary,College of Educaton,Outcome assessed
21459,2022-04-29,HU2,U1920,SP2022,CRIM4010,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
21481,nan,HU2,U1920,SP2022,CRIM4010,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
21490,2022-04-29,HU2,U1920,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21490,2022-04-29,HU2,U1920,SP2022,EDUC4870,01,3.0,Exemplary,College of Educaton,Outcome assessed
21493,2022-04-29,HU2,U1920,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21493,2022-04-29,HU2,U1920,SP2022,EDUC4450,01,3.0,Exemplary,College of Educaton,Outcome assessed
21494,2022-04-28,HU2,U1920,SP2022,CRIM4010,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
21499,2022-04-18,HU2,U1920,SP2022,THEO4900,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21535,2022-04-28,HU2,U1920,SP2022,CRIM4010,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
21536,nan,HU2,U1920,SP2022,CRIM4010,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
21582,2022-04-29,HU2,U1920,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21582,2022-04-29,HU2,U1920,SP2022,EDUC4450,01,3.0,Exemplary,College of Educaton,Outcome assessed
21603,2022-04-28,HU2,U1920,SP2022,CRIM4010,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
21659,2022-04-10,HU2,U1920,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21659,2022-04-10,HU2,U1920,SP2022,EDUC4450,01,3.0,Exemplary,College of Educaton,Outcome assessed
21667,2022-05-04,HU2,U1920,SP2022,THEO4900,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21727,2022-05-02,HU2,U1920,SP2022,THEO4900,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21792,2022-05-04,HU2,U1920,SP2022,THEO4900,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21795,2022-04-30,HU2,U1920,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21795,2022-04-30,HU2,U1920,SP2022,EDUC4450,01,3.0,Exemplary,College of Educaton,Outcome assessed
21806,2022-05-04,HU2,U1920,SP2022,THEO4900,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
22184,2022-05-01,HU2,U1920,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
22184,2022-05-01,HU2,U1920,SP2022,EDUC4870,01,3.0,Exemplary,College of Educaton,Outcome assessed
25870,2022-05-04,HU2,U1920,SP2022,EDUC4905,1A,2.0,Target,College of Educaton,Outcome assessed
